loss/val,acc/val,auroc/val,f1/val,precision/val,recall/val,specificity/val,epoch,step,acc/train,loss/train,loss/test,acc/test,auroc/test,f1/test,precision/test,recall/test,specificity/test
,,,,,,,69,349,1.0,0.0012124576605856419,,,,,,,
0.0030436015222221613,1.0,1.0,1.0,1.0,1.0,1.0,69,349,,,,,,,,,
0.0030095474794507027,1.0,1.0,1.0,1.0,1.0,1.0,70,354,,,,,,,,,
0.002980378922075033,1.0,1.0,1.0,1.0,1.0,1.0,71,359,,,,,,,,,
0.002950935624539852,1.0,1.0,1.0,1.0,1.0,1.0,72,364,,,,,,,,,
0.0029258662834763527,1.0,1.0,1.0,1.0,1.0,1.0,73,369,,,,,,,,,
0.002900953171774745,1.0,1.0,1.0,1.0,1.0,1.0,74,374,,,,,,,,,
0.002879072679206729,1.0,1.0,1.0,1.0,1.0,1.0,75,379,,,,,,,,,
0.00285719963721931,1.0,1.0,1.0,1.0,1.0,1.0,76,384,,,,,,,,,
0.00283814943395555,1.0,1.0,1.0,1.0,1.0,1.0,77,389,,,,,,,,,
0.002821846166625619,1.0,1.0,1.0,1.0,1.0,1.0,78,394,,,,,,,,,
,,,,,,,79,399,1.0,0.0011241076281294227,,,,,,,
0.002805339638143778,1.0,1.0,1.0,1.0,1.0,1.0,79,399,,,,,,,,,
0.002791272010654211,1.0,1.0,1.0,1.0,1.0,1.0,80,404,,,,,,,,,
0.0027779939118772745,1.0,1.0,1.0,1.0,1.0,1.0,81,409,,,,,,,,,
0.00276699336245656,1.0,1.0,1.0,1.0,1.0,1.0,82,414,,,,,,,,,
0.002756991423666477,1.0,1.0,1.0,1.0,1.0,1.0,83,419,,,,,,,,,
0.002747724298387766,1.0,1.0,1.0,1.0,1.0,1.0,84,424,,,,,,,,,
0.0027399067766964436,1.0,1.0,1.0,1.0,1.0,1.0,85,429,,,,,,,,,
0.002732448745518923,1.0,1.0,1.0,1.0,1.0,1.0,86,434,,,,,,,,,
0.002726387931033969,1.0,1.0,1.0,1.0,1.0,1.0,87,439,,,,,,,,,
0.00272092642262578,1.0,1.0,1.0,1.0,1.0,1.0,88,444,,,,,,,,,
,,,,,,,89,449,1.0,0.0017333496361970901,,,,,,,
0.0027165072970092297,1.0,1.0,1.0,1.0,1.0,1.0,89,449,,,,,,,,,
0.002712777815759182,1.0,1.0,1.0,1.0,1.0,1.0,90,454,,,,,,,,,
0.002709925640374422,1.0,1.0,1.0,1.0,1.0,1.0,91,459,,,,,,,,,
0.002707431558519602,1.0,1.0,1.0,1.0,1.0,1.0,92,464,,,,,,,,,
0.0027055307291448116,1.0,1.0,1.0,1.0,1.0,1.0,93,469,,,,,,,,,
0.0027041765861213207,1.0,1.0,1.0,1.0,1.0,1.0,94,474,,,,,,,,,
0.0027032734360545874,1.0,1.0,1.0,1.0,1.0,1.0,95,479,,,,,,,,,
0.0027026799507439137,1.0,1.0,1.0,1.0,1.0,1.0,96,484,,,,,,,,,
0.0027023707516491413,1.0,1.0,1.0,1.0,1.0,1.0,97,489,,,,,,,,,
0.0027022757567465305,1.0,1.0,1.0,1.0,1.0,1.0,98,494,,,,,,,,,
,,,,,,,99,499,1.0,0.005188570823520422,,,,,,,
0.0027022757567465305,1.0,1.0,1.0,1.0,1.0,1.0,99,499,,,,,,,,,
,,,,,,,100,500,,,0.6520298719406128,0.6000000238418579,1.0,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
